text,label
6什么解决骨质软化症与佝偻病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
骶尾部窦道形成查验什么事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
有何哦睾丸淋巴瘤介绍,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
r哪些躯体感染伴发的精神障碍介绍,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
何事降低5唔职业神经症,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
o罹患哪疾患交感神经代偿性亢进9,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
j阴囊脱皮怎么y避开,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
髋关节结核n介绍那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
如何查询进食困难,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
小儿阅读障碍好处何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
腰脊椎疼痛3咋样治癒w,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
何物治愈小儿横纹肌肉瘤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
儿童骨缺损化验那、,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
如何查蜕膜残留,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
胆石症怎么样处理,B-DISEASE I-DISEASE I-DISEASE O O O O O
解释何事化脓性甲沟炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
o何物治好指甲呈扇形,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
颌骨骨折表示甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
膝关节退行性病变归属于何物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
免于用口探索物体何嗯i,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
涎瘘弊处何事,B-DISEASE I-DISEASE O O O O
信息甚小儿先天性白细胞颗粒异常综合征i,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
房颤监测哪些,B-SYMPTOM I-SYMPTOM O O O O
嗯r先天性小耳畸形何物做,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
发觉妊娠斑为啥、,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
何避免口腔痛6,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O
延髓性麻痹甚医治,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
何以减轻高血压病视网膜病变,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
详情秋燥sq,O O B-DISEASE I-DISEASE O O
那治疗小儿亚硝酸盐中毒,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么做溶血性贫血ig,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
怎样、操作皮肤多痣i,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
患有哪些流行病1肺源性呼吸困难,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
9哪操作小儿腺病毒性肺炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
小儿脱屑性肺炎信息哪些b,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
了解哪些uf疖与疖病,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋地检测淤青,O O O O B-SYMPTOM I-SYMPTOM
怎么操作小儿遗传性痉挛性截瘫w1,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
变应性皮肤结节性血管炎忠告甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
外阴疣状癌8解释o,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
咋样做更年期功血,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
、咋地检乏力,O O O O B-SYMPTOM I-SYMPTOM
抵御反应迟钝做c何事8,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
急性子宫内膜炎y哪帮助,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
告知慢性酒中毒甚,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
b患染i何病病儿童抽动症,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
妇产科静脉血栓病代表哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
怎样办9传染性脓疱病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
心内膜弹力纤维增生怎么防止,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
疟疾宜于有何,B-DISEASE I-DISEASE O O O O
提示咋地办病态窦房结综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
胆结石6咋样康复,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
咋地l治疗8下肢皮肤营养性改变,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
06有何减轻性欲减退,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋样止痊出冷汗f,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O
呀踝部急性韧带损伤忠告何,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
什么物做食管体平滑肌部分蠕动停止h,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
哪些差房事两感症,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
不宁腿综合征何以治好哈g,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
哪处理软骨样汗管瘤z,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
体重增加什么事查验dt,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O
甚宜于小儿雅司病,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
p意识到胎盘早剥g何故,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
什么事减轻甲状腺疾病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么样治愈；结节性硬化，,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
铬及其化合物引起的皮肤病cn理解那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
麻疹样红斑型药疹注意何以j办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
怎么缓解心肌梗死后心包炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
；腰腿痛f吃何物,O B-DISEASE I-DISEASE I-DISEASE O O O O
h验证有何肠外结核,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何以故体验心排血量减少,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
免于上颈髓区病变做什么物,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
什么宜于喉头发紧,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
股骨近侧端变宽患有哪些病病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
胎心不规则怎么治疗,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
变形杆菌食物中毒在于甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
阴虚发热3饮甚~,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
咋地呀治愈肾小管间质性肾炎葡萄膜炎综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
q中毒性细菌性痢疾服那,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
帮助怎么操作回旋状脉络膜视网膜萎缩啊9,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
理解老年人帕金森病,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
那康复伸指肌腱损伤,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
闭目难立征有何治疗t,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
胎儿酒精综合征患染何物疾疾,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
帮助有何颅骨骨折,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
v帮助那妇女咳嗽性遗尿,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何以处理嘿胎毒,O O O O O B-DISEASE I-DISEASE
小腿乏力怎样w做,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
骶髂关节疼痛膳食哪,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
。、脊髓压迫症信息何,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
子宫肌瘤糟糕有何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
何物有害高温引起的溶血性贫血,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
软骨内骨化m增强那,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
啊何物y体检肠道吸收水分增加,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
新月状溶骨性缺损怎样办1哈,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
有何医治mj天疤疮,O O O O O O B-DISEASE I-DISEASE I-DISEASE
咋样查询唔唇角脱屑,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
新生儿化脓性脑膜炎降低bm什么,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
真菌性关节炎忠告怎样办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
咋地；做，小儿细菌性痢疾,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
理解什么事弱视,O O O O O B-DISEASE I-DISEASE
Gardner综合征信息什么事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
监测什么物高氨血症,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何治好急性肾衰竭g,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
7得什么物病症l手脚痒,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
怎么治愈皮肤闪电疼痛,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
急性肝病忠告唔呀甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
五志化火t监测哪,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
哪医治脑膜炎球菌性脑膜炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
对称性肌无力咋样免得,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
噢斜形骨折改善哪些,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
防范淋巴增生有何j,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
电解质紊乱哪些治好o,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
咋地做强直性脊柱炎及其伴发的葡萄膜炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
肝大而硬何以防范,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
小儿肾静脉血栓形成哦呀推荐有何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
u癫痫发作与癫痫综合征何提醒,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
陶瑟征阳性怎样医治,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
!甚减轻a放射性口炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
面部水肿哈何物化验~,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
唔子宫切除术后会阴疝2帮助咋样办,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
那h痊愈胃粘膜损伤,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
黏液纤维肉瘤c甚4治疗,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
注视快速运动的物体时头部转动快于眼球运动e咋地止痊,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
告知何物寄生虫妄想,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
食管内异物哦哪些缓解s,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
哪哦啊减轻角膜瘘,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
那忠告小儿肾淀粉样变性,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哈抵御嗓音粗r办什么事,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
什么做腹主动脉血栓形成综合征,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
q手掌和足底角化伴多汗怎么避开!,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
短腰畸形忌口何物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
何医治Q角异常,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
身体摇晃征何物康复6,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
测h什么事缩窄性心包炎,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
常现丝虫病在那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
9食什么事老年人血管性痴呆,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何以知觉指(趾)和小腿出现痉挛及隐痛ym,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
哪痊愈小儿惊厥e,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
为什么意识到指节增粗,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
告知药物中毒性周围神经病6,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
6患有何物流行病血性恶露持续时间延长,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
怎么k治疗镇静、麻醉剂所致昏迷,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
右室心肌梗死哈增进那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
成瘾!u那操作,B-SYMPTOM I-SYMPTOM O O O O O
2咋地办汞中毒,O O O O B-DISEASE I-DISEASE I-DISEASE
d有何医治i脐膨出,O O O O O O B-DISEASE I-DISEASE I-DISEASE
重压感、紧箍感或钳夹样头痛增进何,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
；怎么监测低磷血症,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
有何vn适宜肾损害,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
肺不发育或发育不全宜于何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
免于黑色素沉淀办有何,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
粉红色泡沫痰怎么办0,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
腹痛宜嘿什么事,B-DISEASE I-DISEASE O O O O O
何以监测上肢麻木呀u,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
怎样0防止关节强直z,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
那提示c5原发性胆汁性肝硬化,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
、何物宜卵巢冠囊肿c,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
败血症咋样预防,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
明癣推荐有何,B-DISEASE I-DISEASE O O O O
哈肺螨病提醒哪u,O B-DISEASE I-DISEASE I-DISEASE O O O O
卵巢破裂伙食哪t呀,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
6；有何避开屈性截瘫,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
高渗性昏迷怎么查x,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
何事帮助胃黏膜脱垂,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么止痊弓形体病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
抵御鼻子上火做什么,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
腕关节结节样的突起那做,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
3饮。哪淋巴瘤样肉芽肿,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么样查r出血性丘疹5,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
无色性色素失调症帮助咋样办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
何康复卵巢肌肉来源肿瘤,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
做什么物g免于肺部出血,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
w如何治癒回盲瓣综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么样5治疗s痛性肥胖病,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
甚ff治愈无晶状体眼,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
外阴腺泡状软组织肉瘤建议嗯怎么2操作,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O O
大腿酸痛怎么检e,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
g了解急性气管支气管炎何物,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
理解慢性化脓性鼻窦炎什么物7,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
双眼Bell现象不对称哪止痊嗯,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
t咋地避免d突发性右上腹绞痛,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
哈吃甚新生儿低镁血症噢,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
男性乳腺癌提示咋样办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
白血病细胞浸润何做,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
l脂膜炎y怎样避开,O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
x嗯绿色瘤信息什么事,O O B-DISEASE I-DISEASE I-DISEASE O O O O O
什么事好r股神经损伤,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
局灶症状怎么样预防,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
迷走神经损伤什么物治癒,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
怎么防止突发的左心衰竭,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
咋地治愈皮肤痣,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
免得指端及指(趾)甲周红斑什么,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
羟磷灰石沉积病弊何事v,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
。怎么做q老年肺炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
肠系膜血管缺血性疾病饮食哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
做什么事避开额叶癫痫的眶额区发作,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
患染甚病毒性疾病咽部灼热疼痛唔,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
胆道运动功能障碍咋样操作呀,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
定义先天性髋关节外展挛缩和骨盆倾斜甚,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
